residue,next_residue,weight_tau_capped_R,tau_exact,next_index
76621,28733,3,3,14366
76623,114935,1,1,57467
76625,57469,2,2,28734
76627,114941,1,1,57470
76629,449,9,9,224
76631,114947,1,1,57473
76633,57475,2,2,28737
76635,114953,1,1,57476
76637,28739,3,3,14369
76639,114959,1,1,57479
76641,57481,2,2,28740
76643,114965,1,1,57482
76645,14371,4,4,7185
76647,114971,1,1,57485
76649,57487,2,2,28743
76651,114977,1,1,57488
76653,28745,3,3,14372
76655,114983,1,1,57491
76657,57493,2,2,28746
76659,114989,1,1,57494
76661,7187,5,5,3593
76663,114995,1,1,57497
76665,57499,2,2,28749
76667,115001,1,1,57500
76669,28751,3,3,14375
76671,115007,1,1,57503
76673,57505,2,2,28752
76675,115013,1,1,57506
76677,14377,4,4,7188
76679,115019,1,1,57509
76681,57511,2,2,28755
76683,115025,1,1,57512
76685,28757,3,3,14378
76687,115031,1,1,57515
76689,57517,2,2,28758
76691,115037,1,1,57518
76693,3595,6,6,1797
76695,115043,1,1,57521
76697,57523,2,2,28761
76699,115049,1,1,57524
76701,28763,3,3,14381
76703,115055,1,1,57527
76705,57529,2,2,28764
76707,115061,1,1,57530
76709,14383,4,4,7191
76711,115067,1,1,57533
76713,57535,2,2,28767
76715,115073,1,1,57536
76717,28769,3,3,14384
76719,115079,1,1,57539
76721,57541,2,2,28770
76723,115085,1,1,57542
76725,7193,5,5,3596
76727,115091,1,1,57545
76729,57547,2,2,28773
76731,115097,1,1,57548
76733,28775,3,3,14387
76735,115103,1,1,57551
76737,57553,2,2,28776
76739,115109,1,1,57554
76741,14389,4,4,7194
76743,115115,1,1,57557
76745,57559,2,2,28779
76747,115121,1,1,57560
76749,28781,3,3,14390
76751,115127,1,1,57563
76753,57565,2,2,28782
76755,115133,1,1,57566
76757,1799,7,7,899
76759,115139,1,1,57569
76761,57571,2,2,28785
76763,115145,1,1,57572
76765,28787,3,3,14393
76767,115151,1,1,57575
76769,57577,2,2,28788
76771,115157,1,1,57578
76773,14395,4,4,7197
76775,115163,1,1,57581
76777,57583,2,2,28791
76779,115169,1,1,57584
76781,28793,3,3,14396
76783,115175,1,1,57587
76785,57589,2,2,28794
76787,115181,1,1,57590
76789,7199,5,5,3599
76791,115187,1,1,57593
76793,57595,2,2,28797
76795,115193,1,1,57596
76797,28799,3,3,14399
76799,115199,1,1,57599
76801,57601,2,2,28800
76803,115205,1,1,57602
76805,14401,4,4,7200
76807,115211,1,1,57605
76809,57607,2,2,28803
76811,115217,1,1,57608
76813,28805,3,3,14402
76815,115223,1,1,57611
76817,57613,2,2,28806
76819,115229,1,1,57614
76821,3601,6,6,1800
76823,115235,1,1,57617
76825,57619,2,2,28809
76827,115241,1,1,57620
76829,28811,3,3,14405
76831,115247,1,1,57623
76833,57625,2,2,28812
76835,115253,1,1,57626
76837,14407,4,4,7203
76839,115259,1,1,57629
76841,57631,2,2,28815
76843,115265,1,1,57632
76845,28817,3,3,14408
76847,115271,1,1,57635
76849,57637,2,2,28818
76851,115277,1,1,57638
76853,7205,5,5,3602
76855,115283,1,1,57641
76857,57643,2,2,28821
76859,115289,1,1,57644
76861,28823,3,3,14411
76863,115295,1,1,57647
76865,57649,2,2,28824
76867,115301,1,1,57650
76869,14413,4,4,7206
76871,115307,1,1,57653
76873,57655,2,2,28827
76875,115313,1,1,57656
76877,28829,3,3,14414
76879,115319,1,1,57659
76881,57661,2,2,28830
76883,115325,1,1,57662
76885,901,8,8,450
76887,115331,1,1,57665
76889,57667,2,2,28833
76891,115337,1,1,57668
76893,28835,3,3,14417
76895,115343,1,1,57671
76897,57673,2,2,28836
76899,115349,1,1,57674
76901,14419,4,4,7209
76903,115355,1,1,57677
76905,57679,2,2,28839
76907,115361,1,1,57680
76909,28841,3,3,14420
76911,115367,1,1,57683
76913,57685,2,2,28842
76915,115373,1,1,57686
76917,7211,5,5,3605
76919,115379,1,1,57689
76921,57691,2,2,28845
76923,115385,1,1,57692
76925,28847,3,3,14423
76927,115391,1,1,57695
76929,57697,2,2,28848
76931,115397,1,1,57698
76933,14425,4,4,7212
76935,115403,1,1,57701
76937,57703,2,2,28851
76939,115409,1,1,57704
76941,28853,3,3,14426
76943,115415,1,1,57707
76945,57709,2,2,28854
76947,115421,1,1,57710
76949,3607,6,6,1803
76951,115427,1,1,57713
76953,57715,2,2,28857
76955,115433,1,1,57716
76957,28859,3,3,14429
76959,115439,1,1,57719
76961,57721,2,2,28860
76963,115445,1,1,57722
76965,14431,4,4,7215
76967,115451,1,1,57725
76969,57727,2,2,28863
76971,115457,1,1,57728
76973,28865,3,3,14432
76975,115463,1,1,57731
76977,57733,2,2,28866
76979,115469,1,1,57734
76981,7217,5,5,3608
76983,115475,1,1,57737
76985,57739,2,2,28869
76987,115481,1,1,57740
76989,28871,3,3,14435
76991,115487,1,1,57743
76993,57745,2,2,28872
76995,115493,1,1,57746
76997,14437,4,4,7218
76999,115499,1,1,57749
77001,57751,2,2,28875
77003,115505,1,1,57752
77005,28877,3,3,14438
77007,115511,1,1,57755
77009,57757,2,2,28878
77011,115517,1,1,57758
77013,1805,7,7,902
77015,115523,1,1,57761
77017,57763,2,2,28881
77019,115529,1,1,57764
77021,28883,3,3,14441
77023,115535,1,1,57767
77025,57769,2,2,28884
77027,115541,1,1,57770
77029,14443,4,4,7221
77031,115547,1,1,57773
77033,57775,2,2,28887
77035,115553,1,1,57776
77037,28889,3,3,14444
77039,115559,1,1,57779
77041,57781,2,2,28890
77043,115565,1,1,57782
77045,7223,5,5,3611
77047,115571,1,1,57785
77049,57787,2,2,28893
77051,115577,1,1,57788
77053,28895,3,3,14447
77055,115583,1,1,57791
77057,57793,2,2,28896
77059,115589,1,1,57794
77061,14449,4,4,7224
77063,115595,1,1,57797
77065,57799,2,2,28899
77067,115601,1,1,57800
77069,28901,3,3,14450
77071,115607,1,1,57803
77073,57805,2,2,28902
77075,115613,1,1,57806
77077,3613,6,6,1806
77079,115619,1,1,57809
77081,57811,2,2,28905
77083,115625,1,1,57812
77085,28907,3,3,14453
77087,115631,1,1,57815
77089,57817,2,2,28908
77091,115637,1,1,57818
77093,14455,4,4,7227
77095,115643,1,1,57821
77097,57823,2,2,28911
77099,115649,1,1,57824
77101,28913,3,3,14456
77103,115655,1,1,57827
77105,57829,2,2,28914
77107,115661,1,1,57830
77109,7229,5,5,3614
77111,115667,1,1,57833
77113,57835,2,2,28917
77115,115673,1,1,57836
77117,28919,3,3,14459
77119,115679,1,1,57839
77121,57841,2,2,28920
77123,115685,1,1,57842
77125,14461,4,4,7230
77127,115691,1,1,57845
77129,57847,2,2,28923
77131,115697,1,1,57848
77133,28925,3,3,14462
77135,115703,1,1,57851
77137,57853,2,2,28926
77139,115709,1,1,57854
77141,113,11,11,56
77143,115715,1,1,57857
77145,57859,2,2,28929
77147,115721,1,1,57860
77149,28931,3,3,14465
77151,115727,1,1,57863
77153,57865,2,2,28932
77155,115733,1,1,57866
77157,14467,4,4,7233
77159,115739,1,1,57869
77161,57871,2,2,28935
77163,115745,1,1,57872
77165,28937,3,3,14468
77167,115751,1,1,57875
77169,57877,2,2,28938
77171,115757,1,1,57878
77173,7235,5,5,3617
77175,115763,1,1,57881
77177,57883,2,2,28941
77179,115769,1,1,57884
77181,28943,3,3,14471
77183,115775,1,1,57887
77185,57889,2,2,28944
77187,115781,1,1,57890
77189,14473,4,4,7236
77191,115787,1,1,57893
77193,57895,2,2,28947
77195,115793,1,1,57896
77197,28949,3,3,14474
77199,115799,1,1,57899
77201,57901,2,2,28950
77203,115805,1,1,57902
77205,3619,6,6,1809
77207,115811,1,1,57905
77209,57907,2,2,28953
77211,115817,1,1,57908
77213,28955,3,3,14477
77215,115823,1,1,57911
77217,57913,2,2,28956
77219,115829,1,1,57914
77221,14479,4,4,7239
77223,115835,1,1,57917
77225,57919,2,2,28959
77227,115841,1,1,57920
77229,28961,3,3,14480
77231,115847,1,1,57923
77233,57925,2,2,28962
77235,115853,1,1,57926
77237,7241,5,5,3620
77239,115859,1,1,57929
77241,57931,2,2,28965
77243,115865,1,1,57932
77245,28967,3,3,14483
77247,115871,1,1,57935
77249,57937,2,2,28968
77251,115877,1,1,57938
77253,14485,4,4,7242
77255,115883,1,1,57941
77257,57943,2,2,28971
77259,115889,1,1,57944
77261,28973,3,3,14486
77263,115895,1,1,57947
77265,57949,2,2,28974
77267,115901,1,1,57950
77269,1811,7,7,905
77271,115907,1,1,57953
77273,57955,2,2,28977
77275,115913,1,1,57956
77277,28979,3,3,14489
77279,115919,1,1,57959
77281,57961,2,2,28980
77283,115925,1,1,57962
77285,14491,4,4,7245
77287,115931,1,1,57965
77289,57967,2,2,28983
77291,115937,1,1,57968
77293,28985,3,3,14492
77295,115943,1,1,57971
77297,57973,2,2,28986
77299,115949,1,1,57974
77301,7247,5,5,3623
77303,115955,1,1,57977
77305,57979,2,2,28989
77307,115961,1,1,57980
77309,28991,3,3,14495
77311,115967,1,1,57983
77313,57985,2,2,28992
77315,115973,1,1,57986
77317,14497,4,4,7248
77319,115979,1,1,57989
77321,57991,2,2,28995
77323,115985,1,1,57992
77325,28997,3,3,14498
77327,115991,1,1,57995
77329,57997,2,2,28998
77331,115997,1,1,57998
77333,3625,6,6,1812
77335,116003,1,1,58001
77337,58003,2,2,29001
77339,116009,1,1,58004
77341,29003,3,3,14501
77343,116015,1,1,58007
77345,58009,2,2,29004
77347,116021,1,1,58010
77349,14503,4,4,7251
77351,116027,1,1,58013
77353,58015,2,2,29007
77355,116033,1,1,58016
77357,29009,3,3,14504
77359,116039,1,1,58019
77361,58021,2,2,29010
77363,116045,1,1,58022
77365,7253,5,5,3626
77367,116051,1,1,58025
77369,58027,2,2,29013
77371,116057,1,1,58028
77373,29015,3,3,14507
77375,116063,1,1,58031
77377,58033,2,2,29016
77379,116069,1,1,58034
77381,14509,4,4,7254
77383,116075,1,1,58037
77385,58039,2,2,29019
77387,116081,1,1,58040
77389,29021,3,3,14510
77391,116087,1,1,58043
77393,58045,2,2,29022
77395,116093,1,1,58046
77397,907,8,8,453
77399,116099,1,1,58049
77401,58051,2,2,29025
77403,116105,1,1,58052
77405,29027,3,3,14513
77407,116111,1,1,58055
77409,58057,2,2,29028
77411,116117,1,1,58058
77413,14515,4,4,7257
77415,116123,1,1,58061
77417,58063,2,2,29031
77419,116129,1,1,58064
77421,29033,3,3,14516
77423,116135,1,1,58067
77425,58069,2,2,29034
77427,116141,1,1,58070
77429,7259,5,5,3629
77431,116147,1,1,58073
77433,58075,2,2,29037
77435,116153,1,1,58076
77437,29039,3,3,14519
77439,116159,1,1,58079
77441,58081,2,2,29040
77443,116165,1,1,58082
77445,14521,4,4,7260
77447,116171,1,1,58085
77449,58087,2,2,29043
77451,116177,1,1,58088
77453,29045,3,3,14522
77455,116183,1,1,58091
77457,58093,2,2,29046
77459,116189,1,1,58094
77461,3631,6,6,1815
77463,116195,1,1,58097
77465,58099,2,2,29049
77467,116201,1,1,58100
77469,29051,3,3,14525
77471,116207,1,1,58103
77473,58105,2,2,29052
77475,116213,1,1,58106
77477,14527,4,4,7263
77479,116219,1,1,58109
77481,58111,2,2,29055
77483,116225,1,1,58112
77485,29057,3,3,14528
77487,116231,1,1,58115
77489,58117,2,2,29058
77491,116237,1,1,58118
77493,7265,5,5,3632
77495,116243,1,1,58121
77497,58123,2,2,29061
77499,116249,1,1,58124
77501,29063,3,3,14531
77503,116255,1,1,58127
77505,58129,2,2,29064
77507,116261,1,1,58130
77509,14533,4,4,7266
77511,116267,1,1,58133
77513,58135,2,2,29067
77515,116273,1,1,58136
77517,29069,3,3,14534
77519,116279,1,1,58139
77521,58141,2,2,29070
77523,116285,1,1,58142
77525,1817,7,7,908
77527,116291,1,1,58145
77529,58147,2,2,29073
77531,116297,1,1,58148
77533,29075,3,3,14537
77535,116303,1,1,58151
77537,58153,2,2,29076
77539,116309,1,1,58154
77541,14539,4,4,7269
77543,116315,1,1,58157
77545,58159,2,2,29079
77547,116321,1,1,58160
77549,29081,3,3,14540
77551,116327,1,1,58163
77553,58165,2,2,29082
77555,116333,1,1,58166
77557,7271,5,5,3635
77559,116339,1,1,58169
77561,58171,2,2,29085
77563,116345,1,1,58172
77565,29087,3,3,14543
77567,116351,1,1,58175
77569,58177,2,2,29088
77571,116357,1,1,58178
77573,14545,4,4,7272
77575,116363,1,1,58181
77577,58183,2,2,29091
77579,116369,1,1,58184
77581,29093,3,3,14546
77583,116375,1,1,58187
77585,58189,2,2,29094
77587,116381,1,1,58190
77589,3637,6,6,1818
77591,116387,1,1,58193
77593,58195,2,2,29097
77595,116393,1,1,58196
77597,29099,3,3,14549
77599,116399,1,1,58199
77601,58201,2,2,29100
77603,116405,1,1,58202
77605,14551,4,4,7275
77607,116411,1,1,58205
77609,58207,2,2,29103
77611,116417,1,1,58208
77613,29105,3,3,14552
77615,116423,1,1,58211
77617,58213,2,2,29106
77619,116429,1,1,58214
77621,7277,5,5,3638
77623,116435,1,1,58217
77625,58219,2,2,29109
77627,116441,1,1,58220
77629,29111,3,3,14555
77631,116447,1,1,58223
77633,58225,2,2,29112
77635,116453,1,1,58226
77637,14557,4,4,7278
77639,116459,1,1,58229
77641,58231,2,2,29115
77643,116465,1,1,58232
77645,29117,3,3,14558
77647,116471,1,1,58235
77649,58237,2,2,29118
77651,116477,1,1,58238
77653,455,9,9,227
77655,116483,1,1,58241
77657,58243,2,2,29121
77659,116489,1,1,58244
77661,29123,3,3,14561
77663,116495,1,1,58247
77665,58249,2,2,29124
77667,116501,1,1,58250
77669,14563,4,4,7281
77671,116507,1,1,58253
77673,58255,2,2,29127
77675,116513,1,1,58256
77677,29129,3,3,14564
77679,116519,1,1,58259
77681,58261,2,2,29130
77683,116525,1,1,58262
77685,7283,5,5,3641
77687,116531,1,1,58265
77689,58267,2,2,29133
77691,116537,1,1,58268
77693,29135,3,3,14567
77695,116543,1,1,58271
77697,58273,2,2,29136
77699,116549,1,1,58274
77701,14569,4,4,7284
77703,116555,1,1,58277
77705,58279,2,2,29139
77707,116561,1,1,58280
77709,29141,3,3,14570
77711,116567,1,1,58283
77713,58285,2,2,29142
77715,116573,1,1,58286
77717,3643,6,6,1821
77719,116579,1,1,58289
77721,58291,2,2,29145
77723,116585,1,1,58292
77725,29147,3,3,14573
77727,116591,1,1,58295
77729,58297,2,2,29148
77731,116597,1,1,58298
77733,14575,4,4,7287
77735,116603,1,1,58301
77737,58303,2,2,29151
77739,116609,1,1,58304
77741,29153,3,3,14576
77743,116615,1,1,58307
77745,58309,2,2,29154
77747,116621,1,1,58310
77749,7289,5,5,3644
77751,116627,1,1,58313
77753,58315,2,2,29157
77755,116633,1,1,58316
77757,29159,3,3,14579
77759,116639,1,1,58319
77761,58321,2,2,29160
77763,116645,1,1,58322
77765,14581,4,4,7290
77767,116651,1,1,58325
77769,58327,2,2,29163
77771,116657,1,1,58328
77773,29165,3,3,14582
77775,116663,1,1,58331
77777,58333,2,2,29166
77779,116669,1,1,58334
77781,1823,7,7,911
77783,116675,1,1,58337
77785,58339,2,2,29169
77787,116681,1,1,58340
77789,29171,3,3,14585
77791,116687,1,1,58343
77793,58345,2,2,29172
77795,116693,1,1,58346
77797,14587,4,4,7293
77799,116699,1,1,58349
77801,58351,2,2,29175
77803,116705,1,1,58352
77805,29177,3,3,14588
77807,116711,1,1,58355
77809,58357,2,2,29178
77811,116717,1,1,58358
77813,7295,5,5,3647
77815,116723,1,1,58361
77817,58363,2,2,29181
77819,116729,1,1,58364
77821,29183,3,3,14591
77823,116735,1,1,58367
77825,58369,2,2,29184
77827,116741,1,1,58370
77829,14593,4,4,7296
77831,116747,1,1,58373
77833,58375,2,2,29187
77835,116753,1,1,58376
77837,29189,3,3,14594
77839,116759,1,1,58379
77841,58381,2,2,29190
77843,116765,1,1,58382
77845,3649,6,6,1824
77847,116771,1,1,58385
77849,58387,2,2,29193
77851,116777,1,1,58388
77853,29195,3,3,14597
77855,116783,1,1,58391
77857,58393,2,2,29196
77859,116789,1,1,58394
77861,14599,4,4,7299
77863,116795,1,1,58397
77865,58399,2,2,29199
77867,116801,1,1,58400
77869,29201,3,3,14600
77871,116807,1,1,58403
77873,58405,2,2,29202
77875,116813,1,1,58406
77877,7301,5,5,3650
77879,116819,1,1,58409
77881,58411,2,2,29205
77883,116825,1,1,58412
77885,29207,3,3,14603
77887,116831,1,1,58415
77889,58417,2,2,29208
77891,116837,1,1,58418
77893,14605,4,4,7302
77895,116843,1,1,58421
77897,58423,2,2,29211
77899,116849,1,1,58424
77901,29213,3,3,14606
77903,116855,1,1,58427
77905,58429,2,2,29214
77907,116861,1,1,58430
77909,913,8,8,456
77911,116867,1,1,58433
77913,58435,2,2,29217
77915,116873,1,1,58436
77917,29219,3,3,14609
77919,116879,1,1,58439
77921,58441,2,2,29220
77923,116885,1,1,58442
77925,14611,4,4,7305
77927,116891,1,1,58445
77929,58447,2,2,29223
77931,116897,1,1,58448
77933,29225,3,3,14612
77935,116903,1,1,58451
77937,58453,2,2,29226
77939,116909,1,1,58454
77941,7307,5,5,3653
77943,116915,1,1,58457
77945,58459,2,2,29229
77947,116921,1,1,58460
77949,29231,3,3,14615
77951,116927,1,1,58463
77953,58465,2,2,29232
77955,116933,1,1,58466
77957,14617,4,4,7308
77959,116939,1,1,58469
77961,58471,2,2,29235
77963,116945,1,1,58472
77965,29237,3,3,14618
77967,116951,1,1,58475
77969,58477,2,2,29238
77971,116957,1,1,58478
77973,3655,6,6,1827
77975,116963,1,1,58481
77977,58483,2,2,29241
77979,116969,1,1,58484
77981,29243,3,3,14621
77983,116975,1,1,58487
77985,58489,2,2,29244
77987,116981,1,1,58490
77989,14623,4,4,7311
77991,116987,1,1,58493
77993,58495,2,2,29247
77995,116993,1,1,58496
77997,29249,3,3,14624
77999,116999,1,1,58499
78001,58501,2,2,29250
78003,117005,1,1,58502
78005,7313,5,5,3656
78007,117011,1,1,58505
78009,58507,2,2,29253
78011,117017,1,1,58508
78013,29255,3,3,14627
78015,117023,1,1,58511
78017,58513,2,2,29256
78019,117029,1,1,58514
78021,14629,4,4,7314
78023,117035,1,1,58517
78025,58519,2,2,29259
78027,117041,1,1,58520
78029,29261,3,3,14630
78031,117047,1,1,58523
78033,58525,2,2,29262
78035,117053,1,1,58526
78037,1829,7,7,914
78039,117059,1,1,58529
78041,58531,2,2,29265
78043,117065,1,1,58532
78045,29267,3,3,14633
78047,117071,1,1,58535
78049,58537,2,2,29268
78051,117077,1,1,58538
78053,14635,4,4,7317
78055,117083,1,1,58541
78057,58543,2,2,29271
78059,117089,1,1,58544
78061,29273,3,3,14636
78063,117095,1,1,58547
78065,58549,2,2,29274
78067,117101,1,1,58550
78069,7319,5,5,3659
78071,117107,1,1,58553
78073,58555,2,2,29277
78075,117113,1,1,58556
78077,29279,3,3,14639
78079,117119,1,1,58559
78081,58561,2,2,29280
78083,117125,1,1,58562
78085,14641,4,4,7320
78087,117131,1,1,58565
78089,58567,2,2,29283
78091,117137,1,1,58568
78093,29285,3,3,14642
78095,117143,1,1,58571
78097,58573,2,2,29286
78099,117149,1,1,58574
78101,3661,6,6,1830
78103,117155,1,1,58577
78105,58579,2,2,29289
78107,117161,1,1,58580
78109,29291,3,3,14645
78111,117167,1,1,58583
78113,58585,2,2,29292
78115,117173,1,1,58586
78117,14647,4,4,7323
78119,117179,1,1,58589
78121,58591,2,2,29295
78123,117185,1,1,58592
78125,29297,3,3,14648
78127,117191,1,1,58595
78129,58597,2,2,29298
78131,117197,1,1,58598
78133,7325,5,5,3662
78135,117203,1,1,58601
78137,58603,2,2,29301
78139,117209,1,1,58604
78141,29303,3,3,14651
78143,117215,1,1,58607
78145,58609,2,2,29304
78147,117221,1,1,58610
78149,14653,4,4,7326
78151,117227,1,1,58613
78153,58615,2,2,29307
78155,117233,1,1,58616
78157,29309,3,3,14654
78159,117239,1,1,58619
78161,58621,2,2,29310
78163,117245,1,1,58622
78165,229,10,10,114
78167,117251,1,1,58625
78169,58627,2,2,29313
78171,117257,1,1,58628
78173,29315,3,3,14657
78175,117263,1,1,58631
78177,58633,2,2,29316
78179,117269,1,1,58634
78181,14659,4,4,7329
78183,117275,1,1,58637
78185,58639,2,2,29319
78187,117281,1,1,58640
78189,29321,3,3,14660
78191,117287,1,1,58643
78193,58645,2,2,29322
78195,117293,1,1,58646
78197,7331,5,5,3665
78199,117299,1,1,58649
78201,58651,2,2,29325
78203,117305,1,1,58652
78205,29327,3,3,14663
78207,117311,1,1,58655
78209,58657,2,2,29328
78211,117317,1,1,58658
78213,14665,4,4,7332
78215,117323,1,1,58661
78217,58663,2,2,29331
78219,117329,1,1,58664
78221,29333,3,3,14666
78223,117335,1,1,58667
78225,58669,2,2,29334
78227,117341,1,1,58670
78229,3667,6,6,1833
78231,117347,1,1,58673
78233,58675,2,2,29337
78235,117353,1,1,58676
78237,29339,3,3,14669
78239,117359,1,1,58679
78241,58681,2,2,29340
78243,117365,1,1,58682
78245,14671,4,4,7335
78247,117371,1,1,58685
78249,58687,2,2,29343
78251,117377,1,1,58688
78253,29345,3,3,14672
78255,117383,1,1,58691
78257,58693,2,2,29346
78259,117389,1,1,58694
78261,7337,5,5,3668
78263,117395,1,1,58697
78265,58699,2,2,29349
78267,117401,1,1,58700
78269,29351,3,3,14675
78271,117407,1,1,58703
78273,58705,2,2,29352
78275,117413,1,1,58706
78277,14677,4,4,7338
78279,117419,1,1,58709
78281,58711,2,2,29355
78283,117425,1,1,58712
78285,29357,3,3,14678
78287,117431,1,1,58715
78289,58717,2,2,29358
78291,117437,1,1,58718
78293,1835,7,7,917
78295,117443,1,1,58721
78297,58723,2,2,29361
78299,117449,1,1,58724
78301,29363,3,3,14681
78303,117455,1,1,58727
78305,58729,2,2,29364
78307,117461,1,1,58730
78309,14683,4,4,7341
78311,117467,1,1,58733
78313,58735,2,2,29367
78315,117473,1,1,58736
78317,29369,3,3,14684
78319,117479,1,1,58739
78321,58741,2,2,29370
78323,117485,1,1,58742
78325,7343,5,5,3671
78327,117491,1,1,58745
78329,58747,2,2,29373
78331,117497,1,1,58748
78333,29375,3,3,14687
78335,117503,1,1,58751
78337,58753,2,2,29376
78339,117509,1,1,58754
78341,14689,4,4,7344
78343,117515,1,1,58757
78345,58759,2,2,29379
78347,117521,1,1,58760
78349,29381,3,3,14690
78351,117527,1,1,58763
78353,58765,2,2,29382
78355,117533,1,1,58766
78357,3673,6,6,1836
78359,117539,1,1,58769
78361,58771,2,2,29385
78363,117545,1,1,58772
78365,29387,3,3,14693
78367,117551,1,1,58775
78369,58777,2,2,29388
78371,117557,1,1,58778
78373,14695,4,4,7347
78375,117563,1,1,58781
78377,58783,2,2,29391
78379,117569,1,1,58784
78381,29393,3,3,14696
78383,117575,1,1,58787
78385,58789,2,2,29394
78387,117581,1,1,58790
78389,7349,5,5,3674
78391,117587,1,1,58793
78393,58795,2,2,29397
78395,117593,1,1,58796
78397,29399,3,3,14699
78399,117599,1,1,58799
78401,58801,2,2,29400
78403,117605,1,1,58802
78405,14701,4,4,7350
78407,117611,1,1,58805
78409,58807,2,2,29403
78411,117617,1,1,58808
78413,29405,3,3,14702
78415,117623,1,1,58811
78417,58813,2,2,29406
78419,117629,1,1,58814
78421,919,8,8,459
78423,117635,1,1,58817
78425,58819,2,2,29409
78427,117641,1,1,58820
78429,29411,3,3,14705
78431,117647,1,1,58823
78433,58825,2,2,29412
78435,117653,1,1,58826
78437,14707,4,4,7353
78439,117659,1,1,58829
78441,58831,2,2,29415
78443,117665,1,1,58832
78445,29417,3,3,14708
78447,117671,1,1,58835
78449,58837,2,2,29418
78451,117677,1,1,58838
78453,7355,5,5,3677
78455,117683,1,1,58841
78457,58843,2,2,29421
78459,117689,1,1,58844
78461,29423,3,3,14711
78463,117695,1,1,58847
78465,58849,2,2,29424
78467,117701,1,1,58850
78469,14713,4,4,7356
78471,117707,1,1,58853
78473,58855,2,2,29427
78475,117713,1,1,58856
78477,29429,3,3,14714
78479,117719,1,1,58859
78481,58861,2,2,29430
78483,117725,1,1,58862
78485,3679,6,6,1839
78487,117731,1,1,58865
78489,58867,2,2,29433
78491,117737,1,1,58868
78493,29435,3,3,14717
78495,117743,1,1,58871
78497,58873,2,2,29436
78499,117749,1,1,58874
78501,14719,4,4,7359
78503,117755,1,1,58877
78505,58879,2,2,29439
