Distance,Angle
83.48652585896721,-173.81138403675843
83.2946576918352,175.17923392190735
83.74365647617735,-168.2875276889125
82.60750571225353,-173.0470425318261
82.38931969618392,174.4278021960362
83.18653737234169,170.3112134396332
83.93449827097318,-164.80475147318012
82.97590011563598,-167.47119229084848
82.37718130647589,169.5085229876684
83.19855767980596,166.79891282429443
83.81527307120105,-162.6459753637387
83.24061508662703,-163.96005669395035
80.15609770940699,-176.42366562500266
80.15609770940699,176.42366562500266
82.46211251235322,165.96375653207352
83.24061508662703,163.96005669395035
84.15461959987698,-159.8423891054552
83.16850365372699,-161.78290480217515
80.06247560499239,-170.6553280979003
79.22752047110903,-175.65676004831062
79.22752047110903,175.65676004831062
79.90619500389191,171.36286858492923
82.56512580987206,163.10135130596177
83.16850365372699,161.78290480217515
83.93449827097318,-158.32535088097586
83.57032966310472,-158.96248897457818
80.049984384758,-167.0053832080835
79.2464510246358,-169.8244891569568
79.07591289387686,170.53767779197437
79.83107164506812,167.70473357700186
82.54089895318563,160.9065079995144
83.21658488546619,159.6051239179516
84.17244204607586,-156.17573941710458
83.38465086573187,-157.43299092212538
79.81227975693966,-164.74488129694222
79.30952023559341,-166.13897243697886
79.07591289387686,166.8424572599852
79.81227975693966,164.74488129694222
82.63776376451628,158.7135948863409
83.00602387778854,158.07041224982464
84.09518416651456,-154.65382405805332
83.6719785830358,-155.27268561330987
80.00624975587844,-161.79151552941917
79.12016177940993,-163.85566121971652
76.6550715869472,-172.50414236027015
76.4198926981712,173.99099404250546
79.12016177940993,163.85566121971652
79.6994353806851,162.47443162627712
82.46211251235322,157.16634582208246
83.2586331859946,155.89776549883888
84.07734534343957,-153.13018691250096
83.6301381082203,-153.74134044519272
79.71198153351854,-160.20112364547506
79.37883848986453,-160.88027367006885
76.90253571892151,-167.22875743509857
75.8023746329889,-171.6561084159669
75.53806987208503,173.15722658736905
76.2954782408499,169.4264765814391
79.05694150420949,161.565051177078
79.71198153351854,160.20112364547506
82.76472678623425,154.9831065219
83.19254774317228,154.3589941756947
84.11896337925236,-151.60698057861703
83.64807230295268,-152.2095575205479
79.84985911070852,-157.93210043758978
79.12016177940993,-159.27444113443946
76.92203845452875,-164.156917882313
76.15773105863909,-166.32869286780416
74.02702209328699,-178.45184230102205
74.0,180.0
75.50496672405067,168.5412476541228
76.40026177965623,165.59997869320895
79.12016177940993,159.27444113443946
79.47955712005447,158.60018986791778
82.73451516749222,153.434948822922
83.18653737234169,152.8188889145228
84.21995013059554,-150.08635400846512
83.72574275573791,-150.67952412241925
79.7057087039567,-156.32946151527955
79.30952023559341,-156.99112991717712
77.1621668954417,-161.09542415738835
76.24303246854758,-163.2287761813696
73.43704787094863,-173.74596725608353
73.06161783043132,-177.6467031338917
73.00684899377592,179.2151753970081
73.68174807915459,172.1998121158183
75.69015788066504,164.6784899251352
76.24303246854758,163.2287761813696
78.92401408950256,157.65935204000587
79.7057087039567,156.32946151527955
82.76472678623425,151.88679112394405
83.24061508662703,151.2796732021305
84.38009243891595,-148.5704343851615
83.86298349093002,-149.1534125878514
79.62411694957753,-154.72227776444706
79.20227269466452,-155.3764352138364
77.25283166331187,-158.74949449286677
76.55063683601855,-160.14478563067897
